http://www.sapere.it/enciclopedia/abbadat%C3%B3re.html	abbadatóre	sapere	it	profession	abbadatóre: sm. [da abbadare]. Sorvegliante alla copertura dei calcaroni nelle miniere di zolfo.						
http://www.sapere.it/enciclopedia/accalappiacani.html	accalappiacani	sapere	it	profession	accalappiacani: sm. [sec. XX; impt. di accalappiare + cane]. Addetto municipale alla cattura di cani randagi.						
http://www.sapere.it/enciclopedia/accessorista.html	accessorista	sapere	it	profession	accessorista: sm. o f. (pl. m. -i) [sec. XX; da accessorio]. Chi; in campo tecnico o nel settore dell'abbigliamento; provvede alla fabbricazione e alla messa in opera degli accessori o; più in generale; attende alle operazioni di finitura. Anche venditore o fornitore di...						
http://www.sapere.it/enciclopedia/acconciat%C3%B3re.html	acconciatóre	sapere	it	profession	acconciatóre: sm. (f. -trice) [sec. XVIII; da acconciare]. Chi acconcia i capelli; parrucchiere.						
http://www.sapere.it/enciclopedia/accordat%C3%B3re.html	accordatóre	sapere	it	profession	accordatóre: agg. e sm. (f. -trice) [sec. XIV; da accordare]. Chi per mestiere accorda strumenti musicali; specialmente pianoforti e organi.						
http://www.sapere.it/enciclopedia/accovonat%C3%B3re.html	accovonatóre	sapere	it	profession	accovonatóre: sm. [sec. XX; da accovonare].						
http://www.sapere.it/enciclopedia/acquafortista.html	acquafortista	sapere	it	profession	acquafortista: sm. e f. (pl. m. -sti) [da acquaforte]. Chi esegue acqueforti.						
http://www.sapere.it/enciclopedia/acquai%C3%B2lo+%28sostantivo%29.html	acquaiòlo (sostantivo)	sapere	it	profession	acquaiòlo (sostantivo): (ant. o regionale acquaròlo); sm. (f. -a) [sec. XVI; latino aquariŏlus].						
http://www.sapere.it/enciclopedia/acquerellista.html	acquerellista	sapere	it	profession	acquerellista: sm. e f. (pl. m. -sti) [sec. XVI; da acquerello]. Chi dipinge ad acquerello.						
http://www.sapere.it/enciclopedia/addestrat%C3%B3re.html	addestratóre	sapere	it	profession	addestratóre: sm. [sec. XIV; da addestrare].						
http://www.sapere.it/enciclopedia/agganciat%C3%B3re.html	agganciatóre	sapere	it	profession	agganciatóre: sm. [da agganciare]. Nell'industria e nei trasporti; operaio qualificato che esercita operazioni di agganciamento.						
http://www.sapere.it/enciclopedia/alano+.html	alano 	sapere	it	profession	alano : sm. [sec. XX; prob. dal francone *wald; bosco; tramite il latino medievale			gual (dem) anus; guardia campestre]. Ragazzo di età tra i dieci e i vent'anni; che in alcune regioni dell'Italia meridionale i genitori mettevano a servizio come garzone presso un...			
http://www.sapere.it/enciclopedia/aliantista.html	aliantista	sapere	it	profession	aliantista: sm. e f. (pl. m. -i) [da aliante]. Esperto o pilota di alianti.						
http://www.sapere.it/enciclopedia/alimentarista.html	alimentarista	sapere	it	profession	alimentarista: sm. e f. (pl. m. -i) [da alimentare (aggettivo)].						
http://www.sapere.it/enciclopedia/allerg%C3%B2logo.html	allergòlogo	sapere	it	profession	allergòlogo: sm. (f. -a; pl. m. -gi) [sec. XX; allergo-+-logo]. Medico specializzato nel campo dell'allergologia; studioso dei problemi connessi con le allergie.						
http://www.sapere.it/enciclopedia/allevat%C3%B3re.html	allevatóre	sapere	it	profession	allevatóre: agg. e sm. (f. -trice) [sec. XVI; da allevare]. Chi alleva e specialmente chi attende all'allevamento del bestiame.						
http://www.sapere.it/enciclopedia/ambulante.html	ambulante	sapere	it	profession	ambulante: agg. e sm. [sec. XIX; ppr. di ambulare].						
http://www.sapere.it/enciclopedia/ammostat%C3%B3re.html	ammostatóre	sapere	it	profession	ammostatóre: sm. (f. -trice) [sec. XVIII; da ammostare].						
http://www.sapere.it/enciclopedia/analista.html	analista	sapere	it	profession	analista: sm. e f. (pl. m. -i) [sec. XVIII; dal francese analyste].						
http://www.sapere.it/enciclopedia/anatomista.html	anatomista	sapere	it	profession	anatomista: (ant. notomista); sm. e f. (pl. m. -i) [sec. XVI; da anatomia]. Chi si dedica allo studio e alla pratica dell'anatomia.						
http://www.sapere.it/enciclopedia/anatomopat%C3%B2logo.html	anatomopatòlogo	sapere	it	profession	anatomopatòlogo: sm. (pl. m -gi) [da anatomia+patologia]. Medico specialista in anatomia patologica che ha il compito di un perito di settore per gli accertamenti legali sulle cause di decessi non completamente chiarite.						
http://www.sapere.it/enciclopedia/anchorman.html	anchorman	sapere	it	profession	anchorman: s. angloamericano  [da anchor; áncora+man; uomo] usato in italiano come sm. Conduttore di un programma radiofonico o televisivo; per lo più di notevole livello culturale; in grado di utilizzare qualificate corrispondenze giornalistiche: c'era bisogno di un...						
http://www.sapere.it/enciclopedia/anestesista.html	anestesista	sapere	it	profession	anestesista: sm. e f. (pl. m. -i) [sec. XX; da anestesia]. Medico; specializzato in anestesiologia; che; nelle operazioni chirurgiche; esegue l'anestesia sull'operando e ne controlla l'andamento durante tutto il corso dell'intervento.						
http://www.sapere.it/enciclopedia/angi%C3%B2logo.html	angiòlogo	sapere	it	profession	angiòlogo: sm. (pl. -gi] [da angiologia]. Medico specialista in angiologia; cioè nella conoscenza delle malattie che interessano i vasi sanguigni.						
http://www.sapere.it/enciclopedia/annunciat%C3%B3re.html	annunciatóre	sapere	it	profession	annunciatóre: (meno comunemente annunziatóre); agg. e sm. (f. -trice) [sec. XIII; dal latino tardo adnuntiātor-ōris]. Chi annuncia; annunciatore radiofonico; televisivo; impiegato che annuncia i programmi e legge comunicati; notiziari; ecc.; alla radio o alla televisione.						
http://www.sapere.it/enciclopedia/antennista.html	antennista	sapere	it	profession	antennista: sm. (pl. -i) [sec. XX; da antenna]. Operaio addetto all'installazione e alla manutenzione delle antenne televisive.						
http://www.sapere.it/enciclopedia/antiqu%C3%A0rio.html	antiquàrio	sapere	it	profession	antiquàrio: agg. e sm. [sec. XVI; dal latino antiquaríus; propr. appassionato di lingua antica; copista].						
http://www.sapere.it/enciclopedia/apparat%C3%B3re.html	apparatóre	sapere	it	profession	apparatóre: sm. antiq. (f. -trice) [da apparare1].						
http://www.sapere.it/enciclopedia/apparecchiat%C3%B3re.html	apparecchiatóre	sapere	it	profession	apparecchiatóre: agg. e sm. (f. -trice) [sec. XIV; da apparecchiare].						
http://www.sapere.it/enciclopedia/arat%C3%B3re.html	aratóre	sapere	it	profession	aratóre: agg. e sm. (f. -trice) [sec. XIII; latino arātor-ōris]. Chi ara; lavoratore agricolo impiegato nell'aratura; bue aratore; atto a essere aggiogato all'aratro; civello aratore; specie di zappatrice voltante su un asse verticale. È preferibile all'aratro comune...						
http://www.sapere.it/enciclopedia/arboricolt%C3%B3re.html	arboricoltóre	sapere	it	profession	arboricoltóre: sm. [sec. XX; da arbore+-coltore]. Chi esercita l'arboricoltura; esperto di arboricoltura.						
http://www.sapere.it/enciclopedia/archeobot%C3%A0nico.html	archeobotànico	sapere	it	profession	archeobotànico: agg. e sm. (pl. m. -ci) [da archeo-+greco			botanikós; da botánē; erba].			
http://www.sapere.it/enciclopedia/ardit%C3%B3re.html	arditóre	sapere	it	profession	arditóre: sm. [da ardere]. L'operaio che nelle fonderie carica o sorveglia i forni per la fusione del minerale.						
http://www.sapere.it/enciclopedia/argentat%C3%B3re.html	argentatóre	sapere	it	profession	argentatóre: agg. e sm. (f. -trice) [sec. XIV; da argentare]. Chi argenta. In particolare; operaio addetto alle operazioni di argentatura.						
http://www.sapere.it/enciclopedia/argenti%C3%A8re.html	argentière	sapere	it	profession	argentière: sm. [sec. XIV; dal latino argentaríus].						
http://www.sapere.it/enciclopedia/armat%C3%B3re.html	armatóre	sapere	it	profession	armatóre: sm. (f. -trice) [sec. XV; da armare].						
http://www.sapere.it/enciclopedia/armi%C3%A8re.html	armière	sapere	it	profession	armière: sm. [sec. XVI; da arma].						
http://www.sapere.it/enciclopedia/armonicista.html	armonicista	sapere	it	profession	armonicista: sm. e f. (pl. m. -i) [da armonica].						
http://www.sapere.it/enciclopedia/aromat%C3%A0rio.html	aromatàrio	sapere	it	profession	aromatàrio: sm. lett. [sec. XVI; dal latino aromataríus]. Chi prepara o vende sostanze aromatiche; speziale; droghiere.						
http://www.sapere.it/enciclopedia/arpista.html	arpista	sapere	it	profession	arpista: sm. e f. (pl. m. -i) [da arpa]. Chi suona l'arpa.						
http://www.sapere.it/enciclopedia/arrotino.html	arrotino	sapere	it	profession	arrotino: sm. [sec. XVII; da arrotare]. Chi fa il mestiere di affilare strumenti da taglio.						
http://www.sapere.it/enciclopedia/arsenal%C3%B2tto.html	arsenalòtto	sapere	it	profession	arsenalòtto: sm. [da arsenale]. Propr.; operaio dell'arsenale di Venezia (denominazione estesa poi ai dipendenti di altri arsenali militari); anche guardia del corpo del doge. Per estensione; operaio marittimo in genere.						
http://www.sapere.it/enciclopedia/art+director.html	art director	sapere	it	profession	art director: espressione inglese; ormai entrata nell'uso comune; con cui si designa il responsabile artistico di un'agenzia di pubblicità; di una casa editrice; di un giornale o di un periodico.						
http://www.sapere.it/enciclopedia/arti%C3%A8re.html	artière	sapere	it	profession	artière: sm. [sec. XIII; da arte].						
http://www.sapere.it/enciclopedia/artifici%C3%A8re.html	artificière	sapere	it	profession	artificière: sm. [da artificio].						
http://www.sapere.it/enciclopedia/artigian%C3%A8llo.html	artigianèllo	sapere	it	profession	artigianèllo: sm. [dim. di artigiano].						
http://www.sapere.it/enciclopedia/artigiano.html	artigiano	sapere	it	profession	artigiano: 						
http://www.sapere.it/enciclopedia/artigli%C3%A8re.html	artiglière	sapere	it	profession	artiglière: sm. [sec. XVI; dal francese			artilleur].			
http://www.sapere.it/enciclopedia/ascensorista.html	ascensorista	sapere	it	profession	ascensorista: sm. e f. (pl. m. -i) [sec. XX; da ascensore]. La persona che negli alberghi e in altri luoghi pubblici è addetta alla manovra e al funzionamento dell'ascensore.						
http://www.sapere.it/enciclopedia/asfaltat%C3%B3re.html	asfaltatóre	sapere	it	profession	asfaltatóre: sm. [da asfaltare]. Operaio addetto all'asfaltatura di una strada o a lavori d'impermeabilizzazione mediante asfalto.						
http://www.sapere.it/enciclopedia/asfaltista.html	asfaltista	sapere	it	profession	asfaltista: sm. (pl. -i) [da asfalto]. Sinonimo di asfaltatore.						
http://www.sapere.it/enciclopedia/asol%C3%A0ia.html	asolàia	sapere	it	profession	asolàia: sf. [da asola]. Cucitrice specializzata nella confezione delle asole.						
http://www.sapere.it/enciclopedia/assaggiat%C3%B3re.html	assaggiatóre	sapere	it	profession	assaggiatóre: sm. (f. -trice) [da assaggiare]. Persona che per professione assaggia cibi o bevande per giudicarne la qualità.						
http://www.sapere.it/enciclopedia/assicurat%C3%B3re.html	assicuratóre	sapere	it	profession	assicuratóre: agg. e sm. (f. -trice) [da assicurare]. Chi svolge la sua attività nel settore delle assicurazioni.						
http://www.sapere.it/enciclopedia/assiri%C3%B2logo.html	assiriòlogo	sapere	it	profession	assiriòlogo: sm. (f. -a; pl. m. -gi) [da assiriologia]. Studioso di assiriologia.						
http://www.sapere.it/enciclopedia/assortit%C3%B3re%C2%B9.html	assortitóre¹	sapere	it	profession	assortitóre¹: sm. (f. -trice) [sec. XVIII; da assortire1].						
http://www.sapere.it/enciclopedia/assunt%C3%B3re.html	assuntóre	sapere	it	profession	assuntóre: agg. e sm. (f. -trice) [sec. XVIII; dal latino tardo assumptor-ōris]. Chi appalta con regolare contratto un servizio pubblico. Tipica la figura dell'assuntore di stazione; che disimpegna i servizi di una stazione ferroviaria da solo o con l'aiuto di...						
http://www.sapere.it/enciclopedia/astr%C3%B2nomo.html	astrònomo	sapere	it	profession	astrònomo: sm. [sec. XV; dal greco			"astronómos]. Studioso di astronomia    ""Per approfondire vedi Gedea Astronomia vol. 5 pp 254-257""      ""Per approfondire vedi Gedea Astronomia vol. 5 pp 254-257""  : Galilei fu il primo astronomo moderno."			
http://www.sapere.it/enciclopedia/attacchino.html	attacchino	sapere	it	profession	attacchino: sm. [sec. XIX; da attaccare].						
http://www.sapere.it/enciclopedia/attrezzista.html	attrezzista	sapere	it	profession	attrezzista: sm. e f. (pl. m. -i) [sec. XX; da attrezzo].						
http://www.sapere.it/enciclopedia/attu%C3%A0rio+%28sostantivo%29.html	attuàrio (sostantivo)	sapere	it	profession	attuàrio (sostantivo): sm. [dal latino actuaríus].						
http://www.sapere.it/enciclopedia/autista%C2%B9.html	autista¹	sapere	it	profession	autista¹: sm. e f. (pl. m. -i) [sec. XX; da auto; sul modello di automobilista]. Chi guida autoveicoli per mestiere: autista di piazza; tassista.						
http://www.sapere.it/enciclopedia/autoclavista.html	autoclavista	sapere	it	profession	autoclavista: sm. (pl. m. -i) [sec. XX; da autoclave]. Operaio incaricato di assicurare il funzionamento di un'autoclave.						
http://www.sapere.it/enciclopedia/autoferrotranvi%C3%A8re.html	autoferrotranvière	sapere	it	profession	autoferrotranvière: sm. [sec. XX; da autoferrotranviario]. Lavoratore dei trasporti autoferrotranviari: sciopero degli autoferrotranvieri.						
http://www.sapere.it/enciclopedia/automobilista.html	automobilista	sapere	it	profession	automobilista: sm. e f. (pl. m. -i) [sec. XX; da automobile]. Chi guida un'automobile; chi si dedica allo sport dell'automobilismo.						
http://www.sapere.it/enciclopedia/autonoleggiat%C3%B3re.html	autonoleggiatóre	sapere	it	profession	autonoleggiatóre: sm. (f. -trice) [sec. XX; auto-+noleggiatore]. Titolare di un'azienda che pratica il noleggio di automobili.						
http://www.sapere.it/enciclopedia/aviat%C3%B3re.html	aviatóre	sapere	it	profession	aviatóre: sm. (f. -trice) [sec. XX; dal francese			aviateur]. Pilota di aeromobile o componente dell'equipaggio.			
http://www.sapere.it/enciclopedia/avicolt%C3%B3re.html	avicoltóre	sapere	it	profession	avicoltóre: sm. [avi-+-coltore]. Chi pratica l'avicoltura.						
http://www.sapere.it/enciclopedia/avvolgit%C3%B3re.html	avvolgitóre	sapere	it	profession	avvolgitóre: sm. (f. -trice) [sec. XVI; da avvolgere].						
