File,Lemma,Occurrences,Language,LemmaID,Source,Tags,Author,Title,Gender,Year,Decade,Description
Vamba_Giam-Burrasca_1912.tsv,contadino,18,it,http://www.sapere.it/enciclopedia/contadino.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,contadino: sm. e agg. [sec. XIV; da contado].
Vamba_Giam-Burrasca_1912.tsv,cuoco,50,it,http://www.wikidata.org/entity/Q2276446,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,collaboratore domestico
Vamba_Giam-Burrasca_1912.tsv,avvocato,66,it,http://www.wikidata.org/entity/Q21272499,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,in Italia; libero professionista che si occupa di consulenza; assistenza e rappresentanza legale
Vamba_Giam-Burrasca_1912.tsv,capo,18,it,http://www.wikidata.org/entity/Q59260362,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,posizione all'interno di una organizzazione
Vamba_Giam-Burrasca_1912.tsv,sonatore,3,it,http://www.sapere.it/enciclopedia/sonat%C3%B3re.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,sonatóre: vedi
Vamba_Giam-Burrasca_1912.tsv,ballerino,3,it,http://www.wikidata.org/entity/Q805221,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,persona che pratica l'arte del balletto
Vamba_Giam-Burrasca_1912.tsv,cacciatore,3,it,http://www.wikidata.org/entity/Q1714828,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,persona che caccia
Vamba_Giam-Burrasca_1912.tsv,impiegato,9,it,http://www.wikidata.org/entity/Q738142,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,lavoratore subordinato che svolge una prestazione prevalentemente intellettuale all'interno di un ufficio
Vamba_Giam-Burrasca_1912.tsv,capostazione,3,it,http://www.wikidata.org/entity/Q2962020,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,
Vamba_Giam-Burrasca_1912.tsv,spazzacamino,1,it,http://www.wikidata.org/entity/Q506126,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,
Vamba_Giam-Burrasca_1912.tsv,bracino,1,it,http://www.sapere.it/enciclopedia/bracino.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,bracino: sm. (f. -a) [sec. XIX; da brace].
Vamba_Giam-Burrasca_1912.tsv,verniciatore,1,it,http://www.sapere.it/enciclopedia/verniciat%C3%B3re.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,verniciatóre: sm. (f. -trice) [sec. XIX; da verniciare]. Chi vernicia; chi è addetto alle operazioni di verniciatura: verniciatore a spruzzo; aerografo.
Vamba_Giam-Burrasca_1912.tsv,naturalista,1,it,http://www.wikidata.org/entity/Q18805,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,scienziato o amatore che si occupa di argomenti riguardanti le scienze naturali
Vamba_Giam-Burrasca_1912.tsv,naturalista,1,scn,http://www.wikidata.org/entity/Q18805,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,scienziatu chi si ntiressa dî scienzi naturali
Vamba_Giam-Burrasca_1912.tsv,re,2,it,http://www.wikidata.org/entity/Q12097,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,titolo nobiliare maschile
Vamba_Giam-Burrasca_1912.tsv,re,2,scn,http://www.wikidata.org/entity/Q12097,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,suvranu màsculu dûn regnu
Vamba_Giam-Burrasca_1912.tsv,re,2,vec,http://www.wikidata.org/entity/Q12097,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,
Vamba_Giam-Burrasca_1912.tsv,artista,3,it,http://www.wikidata.org/entity/Q483501,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,persona che crea; pratica o dimostra qualsiasi arte
Vamba_Giam-Burrasca_1912.tsv,scrittore,1,it,http://www.wikidata.org/entity/Q36180,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,chiunque crei un lavoro scritto
Vamba_Giam-Burrasca_1912.tsv,corsaro,2,it,http://www.wikidata.org/entity/Q201559,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,persone o navi autorizzate da un governo ad attaccare spedizioni straniere
Vamba_Giam-Burrasca_1912.tsv,prestigiatore,2,it,http://www.wikidata.org/entity/Q15855449,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,artista che esegue giochi di destrezza di cui nasconde i meccanismi
Vamba_Giam-Burrasca_1912.tsv,deputato,4,it,http://www.wikidata.org/entity/Q1055894,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,membro di una assemblea legislativa
Vamba_Giam-Burrasca_1912.tsv,carabiniere,2,it,http://www.wikidata.org/entity/Q13386767,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,militare
Vamba_Giam-Burrasca_1912.tsv,stella,1,it,http://www.wikidata.org/entity/Q15982595,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,artista del mondo dello spettacolo che gode di molta popolarità
Vamba_Giam-Burrasca_1912.tsv,fiaccheraio,1,it,http://www.sapere.it/enciclopedia/fiaccher%C3%A0io.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,fiaccheràio: sm. toscano [sec. XIX; da fiacchere]. Vetturino di fiacre.
Vamba_Giam-Burrasca_1912.tsv,guida,1,it,http://www.wikidata.org/entity/Q14290559,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,
Vamba_Giam-Burrasca_1912.tsv,guardiano,1,it,http://www.sapere.it/enciclopedia/guardiano.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,guardiano: agg. e sm. (f. -a) [sec. XIV: da guardia].
Vamba_Giam-Burrasca_1912.tsv,medico,5,it,http://www.sapere.it/enciclopedia/m%C3%A8dico.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,mèdico: agg. e sm. (pl. m. -ci) [sec. XIII; dal latino medícus; da medēri; curare].
Vamba_Giam-Burrasca_1912.tsv,calzolaio,1,it,http://www.wikidata.org/entity/Q152355,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,artigiano che realizza o ripara scarpe
Vamba_Giam-Burrasca_1912.tsv,spia,8,it,http://www.wikidata.org/entity/Q9352089,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,soggetto atto a praticare l'attività di spionaggio per conto di agenzie governative
Vamba_Giam-Burrasca_1912.tsv,regina,1,it,http://www.wikidata.org/entity/Q16511993,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,monarca di genere femminile
Vamba_Giam-Burrasca_1912.tsv,ama,1,it,http://www.wikidata.org/entity/Q1577970,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,pescatrici subacquee in apnea tradizionali giapponesi
Vamba_Giam-Burrasca_1912.tsv,maestro,2,it,http://www.wikidata.org/entity/Q2251335,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,professione
Vamba_Giam-Burrasca_1912.tsv,garzone,1,it,http://www.sapere.it/enciclopedia/garz%C3%B3ne.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,garzóne: sm. (f. -a) [sec. XIII; francese
Vamba_Giam-Burrasca_1912.tsv,pasticciere,6,it,http://www.wikidata.org/entity/Q1191511,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,
Vamba_Giam-Burrasca_1912.tsv,vetturino,1,it,http://www.sapere.it/enciclopedia/vettur%C3%ACno.html,sapere,profession,Vamba,Giamburrasca,m,1912,1910_1920,vetturìno: sm. [sec. XVI; da vettura].
Vamba_Giam-Burrasca_1912.tsv,guardia,2,it,http://www.wikidata.org/entity/Q680928,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,
Vamba_Giam-Burrasca_1912.tsv,guardia,2,scn,http://www.wikidata.org/entity/Q680928,wikidata,profession,Vamba,Giamburrasca,m,1912,1910_1920,
