File,Lemma,Occurrences,Language,LemmaID,Source,Tags,Author,Title,Gender,Year,Decade,Description
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,capo,53,it,http://www.wikidata.org/entity/Q59260362,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,posizione all'interno di una organizzazione
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,buttero,2,it,http://www.sapere.it/enciclopedia/b%C3%B9ttero%C2%B2.html,sapere,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,bùttero²: sm. [sec. XVIII; forse latino volg. butŏrus; che risale al greco
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,carrettiere,4,it,http://www.wikidata.org/entity/Q1473046,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,bovaro,1,it,http://www.wikidata.org/entity/Q5179781,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,persona addetta alla custodia e all'uso del bestiame bovino
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,cocchiere,5,it,http://www.wikidata.org/entity/Q1221610,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,cavaliere,22,it,http://www.wikidata.org/entity/Q2730732,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,atleta che pratica lo sport dell'equitazione
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,guardia,11,it,http://www.wikidata.org/entity/Q680928,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,guardia,11,scn,http://www.wikidata.org/entity/Q680928,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,apparecchiatore,1,it,http://www.sapere.it/enciclopedia/apparecchiat%C3%B3re.html,sapere,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,apparecchiatóre: agg. e sm. (f. -trice) [sec. XIV; da apparecchiare].
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,domestico,7,it,http://www.sapere.it/enciclopedia/dom%C3%A8stico.html,sapere,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,domèstico: (ant. e dial. dimèstico); agg. e sm. (pl. m. -ci) [sec. XIII; dal latino domestícus].
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,portiere,2,it,http://www.sapere.it/enciclopedia/porti%C3%A8re.html,sapere,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,portière: sm. (f. -a) [sec. XIV; dal francese portier].
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,re,7,it,http://www.wikidata.org/entity/Q12097,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,titolo nobiliare maschile
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,re,7,scn,http://www.wikidata.org/entity/Q12097,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,suvranu màsculu dûn regnu
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,re,7,vec,http://www.wikidata.org/entity/Q12097,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,medico,8,it,http://www.sapere.it/enciclopedia/m%C3%A8dico.html,sapere,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,mèdico: agg. e sm. (pl. m. -ci) [sec. XIII; dal latino medícus; da medēri; curare].
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,maestro,10,it,http://www.wikidata.org/entity/Q2251335,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,professione
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,ambasciatore,3,it,http://www.wikidata.org/entity/Q121998,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,agente diplomatico che appartiene alla classe di rango più elevato
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,imperatore,3,it,http://www.wikidata.org/entity/Q39018,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,tipo di monarca
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,colorista,2,it,http://www.wikidata.org/entity/Q1111648,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,artista,10,it,http://www.wikidata.org/entity/Q483501,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,persona che crea; pratica o dimostra qualsiasi arte
D-Annunzio-Gabriele_Il-Piacere_1889.tsv,poeta,32,it,http://www.wikidata.org/entity/Q49757,wikidata,profession,D’Annunzio Gabriele,Il piacere,m,1889,1880_1889,scrittore di poesie
