File,Lemma,Occurrences,Language,LemmaID,Source,Tags,Author,Title,Gender,Year,Decade,Description
Torricelli_Oddantonio Feltre_1860.txt,modello,7,it,http://www.wikidata.org/entity/Q4610556,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,professione
Torricelli_Oddantonio Feltre_1860.txt,scrittore,5,it,http://www.wikidata.org/entity/Q36180,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,chiunque crei un lavoro scritto
Torricelli_Oddantonio Feltre_1860.txt,letterato,1,it,http://www.wikidata.org/entity/Q6673651,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,chi lavora in letteratura
Torricelli_Oddantonio Feltre_1860.txt,comparsa,1,it,http://www.wikidata.org/entity/Q658371,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,
Torricelli_Oddantonio Feltre_1860.txt,lettore,50,it,http://www.wikidata.org/entity/Q1569495,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,posizione accademica di rango inferiore al professore
Torricelli_Oddantonio Feltre_1860.txt,imperatore,8,it,http://www.wikidata.org/entity/Q39018,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,tipo di monarca
Torricelli_Oddantonio Feltre_1860.txt,mercante,8,it,http://www.wikidata.org/entity/Q215536,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,persona che si occupa di acquistare e rivendere (ad un prezzo maggiore) un determinato bene o prodotto
Torricelli_Oddantonio Feltre_1860.txt,guida,18,it,http://www.wikidata.org/entity/Q14290559,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,
Torricelli_Oddantonio Feltre_1860.txt,castellano,20,it,http://www.wikidata.org/entity/Q1505781,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,proprietario o custode di un castello
Torricelli_Oddantonio Feltre_1860.txt,cavaliere,193,it,http://www.wikidata.org/entity/Q2730732,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,atleta che pratica lo sport dell'equitazione
Torricelli_Oddantonio Feltre_1860.txt,romanziere,2,it,http://www.wikidata.org/entity/Q6625963,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,autore di romanzi e/o racconti
Torricelli_Oddantonio Feltre_1860.txt,pittore,8,it,http://www.wikidata.org/entity/Q1028181,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,artista che pratica l'arte della pittura
Torricelli_Oddantonio Feltre_1860.txt,guardia,30,it,http://www.wikidata.org/entity/Q680928,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,
Torricelli_Oddantonio Feltre_1860.txt,attore,12,it,http://www.wikidata.org/entity/Q33999,wikidata,profession,Torricelli Giovan Battista,Antonio Feltre,m,1860,1860_1869,professione
